group;id;area;area_DV;bird_id
Germignies B.8;homerange;13219.604651709;552340.219331351;Germignies B
Germignies B.9;homerange;13219.604651709;1374024.2410084;Germignies B
Germignies B.10;homerange;13219.604651709;1530482.82627231;Germignies B
Germignies B.11;homerange;13219.604651709;491836.534399319;Germignies B
Germignies B.12;homerange;13219.604651709;492784.653416313;Germignies B
Germignies B.13;homerange;13219.604651709;490565.432898225;Germignies B
Germignies B.14;homerange;13219.604651709;1526457.80088279;Germignies B
Germignies B.15;homerange;13219.604651709;7281026.56153348;Germignies B
Germignies B.16;homerange;13219.604651709;1606960.99528128;Germignies B
Germignies B.17;homerange;13219.604651709;530762.847317042;Germignies B
Germignies B.18;homerange;13219.604651709;488937.170759153;Germignies B
Germignies B.19;homerange;13219.604651709;4684183.93120529;Germignies B
Germignies B.20;homerange;13219.604651709;16884042.2355798;Germignies B
Germignies B.21;homerange;13219.604651709;497222.481388031;Germignies B
Guemy;homerange;5814.09000837402;1165737.82795628;Guemy
Guemy.1;homerange;5814.09000837402;253330.498046994;Guemy
Guemy.2;homerange;5814.09000837402;251118.62208885;Guemy
Guemy.3;homerange;5814.09000837402;251363.614465363;Guemy
Guemy.4;homerange;5814.09000837402;1017482.216485;Guemy
Guemy.5;homerange;5814.09000837402;254059.919827089;Guemy
Guemy.6;homerange;5814.09000837402;762073.098220237;Guemy
Guemy.7;homerange;5814.09000837402;251996.392727859;Guemy
Guemy.8;homerange;5814.09000837402;259335.243332267;Guemy
Guemy.9;homerange;5814.09000837402;251277.765405919;Guemy
Guemy.10;homerange;5814.09000837402;747342.450872798;Guemy
Guemy.11;homerange;5814.09000837402;1755989.62588017;Guemy
Guemy.12;homerange;5814.09000837402;1214795.07057241;Guemy
Guemy.13;homerange;5814.09000837402;752642.823398417;Guemy
Guemy.14;homerange;5814.09000837402;252707.165212117;Guemy
Guemy.15;homerange;5814.09000837402;1018402.55809796;Guemy
Guemy.16;homerange;5814.09000837402;251331.522941694;Guemy
Guemy.17;homerange;5814.09000837402;263192.601023033;Guemy
Guemy.18;homerange;5814.09000837402;252309.618038684;Guemy
Guemy.19;homerange;5814.09000837402;1997218.7646251;Guemy
Guemy.20;homerange;5814.09000837402;280864.931987107;Guemy
Guemy.21;homerange;5814.09000837402;10317605.3957976;Guemy
Guemy.22;homerange;5814.09000837402;251496.753288567;Guemy
Guemy.23;homerange;5814.09000837402;5086472.53765894;Guemy
Guemy.24;homerange;5814.09000837402;261056.126057145;Guemy
Guemy.25;homerange;5814.09000837402;301427.876041874;Guemy
Guemy.26;homerange;5814.09000837402;250310.962765813;Guemy
Guemy.27;homerange;5814.09000837402;308194.89157136;Guemy
Guemy.28;homerange;5814.09000837402;19039049.3597881;Guemy
Guemy.29;homerange;5814.09000837402;3044676.3546903;Guemy
Guemy.30;homerange;5814.09000837402;248471.845340714;Guemy
Guemy.31;homerange;5814.09000837402;255823.704984114;Guemy
Guemy.32;homerange;5814.09000837402;253559.367953308;Guemy
Guemy.33;homerange;5814.09000837402;1792719.4369308;Guemy
Guemy.34;homerange;5814.09000837402;755084.562920265;Guemy
Guemy.35;homerange;5814.09000837402;250143.801885277;Guemy
Guemy.36;homerange;5814.09000837402;256382.365928873;Guemy
Guemy.37;homerange;5814.09000837402;1456645.70953187;Guemy
Guemy.38;homerange;5814.09000837402;254754.633262783;Guemy
Guemy.39;homerange;5814.09000837402;252452.062752112;Guemy
Licques;homerange;4304.90445432129;503259.02045273;Licques
Licques.1;homerange;4304.90445432129;504144.832263624;Licques
Licques.2;homerange;4304.90445432129;1158205.45829803;Licques
Licques.3;homerange;4304.90445432129;509757.767632909;Licques
Licques.4;homerange;4304.90445432129;515211.323613999;Licques
Licques.5;homerange;4304.90445432129;1605806.83726547;Licques
Licques.6;homerange;4304.90445432129;1693864.03303131;Licques
Licques.7;homerange;4304.90445432129;517022.439560708;Licques
Licques.8;homerange;4304.90445432129;818164.949078567;Licques
Licques.9;homerange;4304.90445432129;505646.837894965;Licques
Licques.10;homerange;4304.90445432129;506215.641929224;Licques
Licques.11;homerange;4304.90445432129;1096777.89040199;Licques
Licques.12;homerange;4304.90445432129;5281963.79797178;Licques
Licques.13;homerange;4304.90445432129;503357.251362352;Licques
Licques.14;homerange;4304.90445432129;503402.370049465;Licques
Licques.15;homerange;4304.90445432129;505241.672108475;Licques
Licques.16;homerange;4304.90445432129;506055.468587935;Licques
Licques.17;homerange;4304.90445432129;506195.596808658;Licques
Licques.18;homerange;4304.90445432129;517108.214907613;Licques
Licques.19;homerange;4304.90445432129;11002502.4325781;Licques
Licques.20;homerange;4304.90445432129;516762.160567135;Licques
Licques.21;homerange;4304.90445432129;513391.532829273;Licques
Licques.22;homerange;4304.90445432129;503439.737822384;Licques
Licques.23;homerange;4304.90445432129;7099177.36937352;Licques
Licques.24;homerange;4304.90445432129;510272.324522572;Licques
Licques.25;homerange;4304.90445432129;504289.164334141;Licques
Licques.26;homerange;4304.90445432129;3077447.42761467;Licques
Licques.27;homerange;4304.90445432129;1064360.99532656;Licques
Loos-en-Gohelle 74A;homerange;8208.37593818359;1011249.75107446;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.1;homerange;8208.37593818359;4670394.47360582;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.2;homerange;8208.37593818359;191228.380150449;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.3;homerange;8208.37593818359;697259.674728688;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.4;homerange;8208.37593818359;190624.253251933;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.5;homerange;8208.37593818359;191766.472977107;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.6;homerange;8208.37593818359;1372586.55185441;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.7;homerange;8208.37593818359;3972658.77907085;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.8;homerange;8208.37593818359;191594.190288506;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.9;homerange;8208.37593818359;701424.882022946;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.10;homerange;8208.37593818359;190933.088251047;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.11;homerange;8208.37593818359;1348384.44580029;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.12;homerange;8208.37593818359;1222154.51845389;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.13;homerange;8208.37593818359;3123187.22269904;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.14;homerange;8208.37593818359;188834.135562815;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.15;homerange;8208.37593818359;199372.54921094;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.16;homerange;8208.37593818359;198224.638411224;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.17;homerange;8208.37593818359;189476.244656645;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.18;homerange;8208.37593818359;191191.447617698;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.19;homerange;8208.37593818359;1414139.07418259;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.20;homerange;8208.37593818359;202433.104317725;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.21;homerange;8208.37593818359;226286.023215063;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.22;homerange;8208.37593818359;225968.938316621;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.23;homerange;8208.37593818359;2554746.47581872;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.24;homerange;8208.37593818359;190070.056209983;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.25;homerange;8208.37593818359;1007497.18230105;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.26;homerange;8208.37593818359;1223236.67444927;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.27;homerange;8208.37593818359;193890.400291964;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.28;homerange;8208.37593818359;703882.973612703;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.29;homerange;8208.37593818359;189670.763633817;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.30;homerange;8208.37593818359;190566.743116014;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.31;homerange;8208.37593818359;191934.177737549;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.32;homerange;8208.37593818359;51325894.8433272;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.33;homerange;8208.37593818359;234889.611466158;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.34;homerange;8208.37593818359;197143.96458086;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.35;homerange;8208.37593818359;194688.879201777;Loos-en-Gohelle 74A
Loos-en-Gohelle 74A.36;homerange;8208.37593818359;1574273.80275665;Loos-en-Gohelle 74A
Loos-en-Gohelle 74B;homerange;16991.969297168;3879479.64752278;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.1;homerange;16991.969297168;1000028.53277273;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.2;homerange;16991.969297168;1003132.84795495;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.3;homerange;16991.969297168;1008061.74033023;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.4;homerange;16991.969297168;1006134.80674597;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.5;homerange;16991.969297168;4467597.76072123;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.6;homerange;16991.969297168;2534813.77175086;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.7;homerange;16991.969297168;5958257.27846693;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.8;homerange;16991.969297168;1964914.27909953;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.9;homerange;16991.969297168;1006236.82119171;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.10;homerange;16991.969297168;1003792.07832427;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.11;homerange;16991.969297168;4617910.20786065;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.12;homerange;16991.969297168;1021485.54426304;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.13;homerange;16991.969297168;3159432.56649926;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.14;homerange;16991.969297168;2411908.9202476;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.15;homerange;16991.969297168;999011.997831829;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.16;homerange;16991.969297168;1002374.34419989;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.17;homerange;16991.969297168;67708129.1880334;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.18;homerange;16991.969297168;1005826.58512033;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.19;homerange;16991.969297168;1033610.43958626;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.20;homerange;16991.969297168;1008349.52207766;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.21;homerange;16991.969297168;2813616.30061041;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.22;homerange;16991.969297168;16284923.5481496;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.23;homerange;16991.969297168;1002948.31515403;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.24;homerange;16991.969297168;17215830.2232906;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.25;homerange;16991.969297168;1003385.14965973;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.26;homerange;16991.969297168;2605368.88755311;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.27;homerange;16991.969297168;3241655.88096473;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.28;homerange;16991.969297168;1006565.23910337;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.29;homerange;16991.969297168;7616185.67285334;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.30;homerange;16991.969297168;1002545.9597142;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.31;homerange;16991.969297168;4361129.10297546;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.32;homerange;16991.969297168;1001279.24099746;Loos-en-Gohelle 74B
Loos-en-Gohelle 74B.33;homerange;16991.969297168;1963770.56786357;Loos-en-Gohelle 74B
Nabringhen;homerange;5416.0563454834;2107727.78458502;Nabringhen
Nabringhen.1;homerange;5416.0563454834;4371502.96348312;Nabringhen
Nabringhen.2;homerange;5416.0563454834;5046367.35724849;Nabringhen
Nabringhen.3;homerange;5416.0563454834;4378089.75722002;Nabringhen
Nabringhen.4;homerange;5416.0563454834;5808308.3925118;Nabringhen
Nabringhen.5;homerange;5416.0563454834;9117939.55536205;Nabringhen
Nabringhen.6;homerange;5416.0563454834;4278020.53239535;Nabringhen
Nabringhen.7;homerange;5416.0563454834;3719907.33682984;Nabringhen
Nabringhen.8;homerange;5416.0563454834;6282895.66488109;Nabringhen
Nabringhen.9;homerange;5416.0563454834;4812693.04338557;Nabringhen
Nabringhen.10;homerange;5416.0563454834;2130526.01333419;Nabringhen
Nabringhen.11;homerange;5416.0563454834;2106585.05200361;Nabringhen
Quelmes;homerange;6913.36977766113;1207180.93956289;Quelmes
Quelmes.1;homerange;6913.36977766113;683483.814881336;Quelmes
Quelmes.2;homerange;6913.36977766113;284539.887262955;Quelmes
Quelmes.3;homerange;6913.36977766113;1941524.60178227;Quelmes
Quelmes.4;homerange;6913.36977766113;284998.148363511;Quelmes
Quelmes.5;homerange;6913.36977766113;1543542.36702907;Quelmes
Quelmes.6;homerange;6913.36977766113;280929.805184873;Quelmes
Quelmes.7;homerange;6913.36977766113;1736798.19177999;Quelmes
Quelmes.8;homerange;6913.36977766113;1011168.42249003;Quelmes
Quelmes.9;homerange;6913.36977766113;689042.501438375;Quelmes
Quelmes.10;homerange;6913.36977766113;298798.16389066;Quelmes
Quelmes.11;homerange;6913.36977766113;1485283.48506798;Quelmes
Quelmes.12;homerange;6913.36977766113;276255.296565831;Quelmes
Quelmes.13;homerange;6913.36977766113;711930.880176575;Quelmes
Quelmes.14;homerange;6913.36977766113;299860.127934527;Quelmes
Quelmes.15;homerange;6913.36977766113;1735343.79643036;Quelmes
Quelmes.16;homerange;6913.36977766113;7899420.10854854;Quelmes
Quelmes.17;homerange;6913.36977766113;279310.610388584;Quelmes
Quelmes.18;homerange;6913.36977766113;709713.304990368;Quelmes
Quelmes.19;homerange;6913.36977766113;278823.171873156;Quelmes
Quelmes.20;homerange;6913.36977766113;1239140.66432405;Quelmes
Quelmes.21;homerange;6913.36977766113;283964.603453109;Quelmes
Quelmes.22;homerange;6913.36977766113;4203425.30388465;Quelmes
Quelmes.23;homerange;6913.36977766113;664978.781682453;Quelmes
Quelmes.24;homerange;6913.36977766113;21926950.143551;Quelmes
Quelmes.25;homerange;6913.36977766113;280518.489963241;Quelmes
Quelmes.26;homerange;6913.36977766113;278228.575994678;Quelmes
Quelmes.27;homerange;6913.36977766113;1102323.11404211;Quelmes
Quelmes.28;homerange;6913.36977766113;888778.02647613;Quelmes
Quelmes.29;homerange;6913.36977766113;279393.599900067;Quelmes
Quelmes.30;homerange;6913.36977766113;720973.663133264;Quelmes
Quelmes.31;homerange;6913.36977766113;277681.806748033;Quelmes
Quelmes.32;homerange;6913.36977766113;299195.122819804;Quelmes
Quelmes.33;homerange;6913.36977766113;266648.963297851;Quelmes
Quelmes.34;homerange;6913.36977766113;1197510.01228171;Quelmes
Quelmes.35;homerange;6913.36977766113;307168.595373906;Quelmes
Quelmes.36;homerange;6913.36977766113;667332.314893514;Quelmes
Quelmes.37;homerange;6913.36977766113;279428.899292366;Quelmes
Quelmes.38;homerange;6913.36977766113;9237874.1677807;Quelmes
Quelmes.39;homerange;6913.36977766113;275104.295567164;Quelmes
Quelmes.40;homerange;6913.36977766113;273331.921360262;Quelmes
Quelmes.41;homerange;6913.36977766113;266988.131699444;Quelmes
Quelmes.42;homerange;6913.36977766113;278810.946314732;Quelmes
Wallers;homerange;7823.5011293457;281906.427644826;Wallers
Wallers.1;homerange;7823.5011293457;944149.136042528;Wallers
Wallers.2;homerange;7823.5011293457;2603019.58636783;Wallers
Wallers.3;homerange;7823.5011293457;2393515.74536227;Wallers
Wallers.4;homerange;7823.5011293457;5976115.48677513;Wallers
Wallers.5;homerange;7823.5011293457;1465462.23764791;Wallers
Wallers.6;homerange;7823.5011293457;2279577.08769543;Wallers
Wallers.7;homerange;7823.5011293457;1404868.84940956;Wallers
Wallers.8;homerange;7823.5011293457;270335.214402281;Wallers
Wallers.9;homerange;7823.5011293457;264738.970702519;Wallers
Wallers.10;homerange;7823.5011293457;919297.615410019;Wallers
Wallers.11;homerange;7823.5011293457;1510380.10035019;Wallers
Wallers.12;homerange;7823.5011293457;2076278.66747583;Wallers
Wallers.13;homerange;7823.5011293457;1571117.28461181;Wallers
Wallers.14;homerange;7823.5011293457;789714.536360964;Wallers
Wallers.15;homerange;7823.5011293457;272959.956218019;Wallers
Wallers.16;homerange;7823.5011293457;39768971.5040838;Wallers
Wallers.17;homerange;7823.5011293457;350970.640642464;Wallers
Wallers.18;homerange;7823.5011293457;1567269.09086128;Wallers
Wallers.19;homerange;7823.5011293457;3127014.55213948;Wallers
Wallers.20;homerange;7823.5011293457;271066.638061225;Wallers
Wallers.21;homerange;7823.5011293457;257915.222033098;Wallers
Wallers.22;homerange;7823.5011293457;269741.299903214;Wallers
Wallers.23;homerange;7823.5011293457;924318.364438886;Wallers
Wallers.24;homerange;7823.5011293457;257594.677165568;Wallers
Wallers.25;homerange;7823.5011293457;266408.576196015;Wallers
Wallers.26;homerange;7823.5011293457;351852.558106657;Wallers
Wallers.27;homerange;7823.5011293457;258873.485751987;Wallers
Wallers.28;homerange;7823.5011293457;4246632.11425912;Wallers
Wallers.29;homerange;7823.5011293457;1292945.65948483;Wallers
